"","symbol","date","open","high","low","close","volume","adjusted"
"312","GC=F",2021-03-29,1712.099976,1712.099976,1712.099976,1712.099976,135457,1712.099976
"313","GC=F",2021-03-30,1711,1712.599976,1676.5,1683.900024,25316,1683.900024
"314","GC=F",2021-03-31,1683.699951,1713.800049,1676.5,1713.800049,762,1713.800049
"315","GC=F",2021-04-01,1706.800049,1728.800049,1706.400024,1726.5,720,1726.5
"316","GC=F",2021-04-05,1727.900024,1729.699951,1721.900024,1727,275,1727
"317","GC=F",2021-04-06,1726.900024,1744.800049,1726.900024,1741.5,890,1741.5
"318","GC=F",2021-04-07,1742.699951,1742.699951,1733.699951,1740.099976,557,1740.099976
"319","GC=F",2021-04-08,1736,1758,1734.599976,1756.800049,1298,1756.800049
"320","GC=F",2021-04-09,1750.800049,1750.800049,1733.300049,1743.300049,484,1743.300049
"321","GC=F",2021-04-12,1740.800049,1740.800049,1726.699951,1731.199951,40,1731.199951
"322","GC=F",2021-04-13,1733.800049,1746.900024,1722.099976,1746.199951,367,1746.199951
"323","GC=F",2021-04-14,1741.300049,1745.900024,1732.699951,1734.900024,1037,1734.900024
"324","GC=F",2021-04-15,1740.099976,1767.900024,1740.099976,1765.400024,368,1765.400024
"325","GC=F",2021-04-16,1770.400024,1779.5,1770.099976,1779,625,1779
"326","GC=F",2021-04-19,1782.099976,1788.5,1769.400024,1769.400024,144,1769.400024
"327","GC=F",2021-04-20,1769.300049,1777.300049,1765.5,1777.300049,1464,1777.300049
"328","GC=F",2021-04-21,1783,1794.099976,1777.699951,1792.300049,250,1792.300049
"329","GC=F",2021-04-22,1794.199951,1794.199951,1779.5,1781.199951,159,1781.199951
"330","GC=F",2021-04-23,1786.099976,1794.5,1772,1777,332,1777
"331","GC=F",2021-04-26,1778,1779.699951,1770.800049,1779.199951,549,1779.199951
"332","GC=F",2021-04-27,1780,1782,1777.699951,1778,117,1778
"333","GC=F",2021-04-28,1768.199951,1774,1764.599976,1773.199951,756,1773.199951
"334","GC=F",2021-04-29,1781,1789,1758.599976,1768.099976,196,1768.099976
"335","GC=F",2021-04-30,1771.800049,1771.800049,1763.900024,1767.300049,18,1767.300049
"336","GC=F",2021-05-03,1788.5,1793,1788.5,1791.400024,18,1791.400024
"337","GC=F",2021-05-04,1788.199951,1788.5,1774.800049,1775.800049,182,1775.800049
"338","GC=F",2021-05-05,1781.5,1784.099976,1779.199951,1784.099976,57,1784.099976
"339","GC=F",2021-05-06,1788.900024,1815.5,1787.599976,1815.5,13,1815.5
"340","GC=F",2021-05-07,1842.900024,1842.900024,1831.099976,1831.099976,2,1831.099976
"341","GC=F",2021-05-10,1835.599976,1845.599976,1835.400024,1837.5,13,1837.5
"342","GC=F",2021-05-11,1837.199951,1838.099976,1831.599976,1835.900024,420,1835.900024
"343","GC=F",2021-05-12,1825.199951,1825.199951,1821.699951,1822.599976,3,1822.599976
"344","GC=F",2021-05-13,1814.699951,1826.800049,1814.099976,1823.800049,100,1823.800049
"345","GC=F",2021-05-14,1824.5,1842.900024,1824.5,1837.900024,41,1837.900024
"346","GC=F",2021-05-17,1849.900024,1867.5,1847.199951,1867.5,13,1867.5
"347","GC=F",2021-05-18,1870.5,1870.5,1867.800049,1867.800049,3,1867.800049
"348","GC=F",2021-05-19,1866.400024,1884.900024,1863.599976,1881.300049,348,1881.300049
"349","GC=F",2021-05-20,1865.5,1885,1864.800049,1881.800049,85,1881.800049
"350","GC=F",2021-05-21,1872.099976,1876.699951,1872.099976,1876.699951,5,1876.699951
"351","GC=F",2021-05-24,1882.099976,1884.599976,1882.099976,1884.599976,39,1884.599976
"352","GC=F",2021-05-25,1882.5,1898.099976,1882.5,1898.099976,56,1898.099976
"353","GC=F",2021-05-26,1901.300049,1901.300049,1901.300049,1901.300049,170526,1901.300049
"354","GC=F",2021-05-27,1896.800049,1903.900024,1888.199951,1895.699951,35794,1895.699951
"355","GC=F",2021-05-28,1897.5,1905.400024,1881.900024,1902.5,2415,1902.5
"356","GC=F",2021-06-01,1905.099976,1916.199951,1892.800049,1902.900024,640,1902.900024
"357","GC=F",2021-06-02,1899.199951,1908.800049,1896,1907.5,1267,1907.5
"358","GC=F",2021-06-03,1908.800049,1908.800049,1865,1871.199951,1021,1871.199951
"359","GC=F",2021-06-04,1869.300049,1895.5,1854,1889.800049,367,1889.800049
"360","GC=F",2021-06-07,1890.5,1899.699951,1883.199951,1896.800049,87,1896.800049
"361","GC=F",2021-06-08,1896.5,1902.900024,1890,1892.199951,930,1892.199951
"362","GC=F",2021-06-09,1894.900024,1897.699951,1889.199951,1893.199951,148,1893.199951
"363","GC=F",2021-06-10,1887.699951,1899.800049,1871.5,1894.199951,186,1894.199951
"364","GC=F",2021-06-11,1900.900024,1902.300049,1875.199951,1877.400024,349,1877.400024
"365","GC=F",2021-06-14,1866.199951,1866.599976,1846.5,1864,41,1864
"366","GC=F",2021-06-15,1866.400024,1867.199951,1854.400024,1854.5,78,1854.5
"367","GC=F",2021-06-16,1859.400024,1860.099976,1809.199951,1859.5,117,1859.5
"368","GC=F",2021-06-17,1811.800049,1823.300049,1769.599976,1773.800049,1135,1773.800049
"369","GC=F",2021-06-18,1775.699951,1792.400024,1767.900024,1767.900024,354,1767.900024
"370","GC=F",2021-06-21,1768.800049,1785.199951,1766.800049,1781.800049,38,1781.800049
"371","GC=F",2021-06-22,1783.400024,1786.900024,1775.900024,1776.300049,101,1776.300049
"372","GC=F",2021-06-23,1780.699951,1793.199951,1780.599976,1782.300049,136,1782.300049
"373","GC=F",2021-06-24,1778.900024,1786.400024,1775.599976,1775.599976,78,1775.599976
"374","GC=F",2021-06-25,1777.699951,1788,1775.199951,1776.599976,35,1776.599976
"375","GC=F",2021-06-28,1779.599976,1779.599976,1779.599976,1779.599976,888,1779.599976
"376","GC=F",2021-06-29,1776.800049,1777.099976,1752.099976,1762.800049,419,1762.800049
"377","GC=F",2021-06-30,1761.099976,1770.800049,1759.199951,1770.800049,51,1770.800049
"378","GC=F",2021-07-01,1775.699951,1781.199951,1768.800049,1775.900024,44,1775.900024
"379","GC=F",2021-07-02,1778.699951,1787.900024,1778.300049,1782.599976,23,1782.599976
"380","GC=F",2021-07-06,1786.699951,1809.800049,1786.699951,1793.5,332,1793.5
"381","GC=F",2021-07-07,1798.699951,1808.400024,1797.199951,1801.5,244,1801.5
"382","GC=F",2021-07-08,1797,1818.5,1797,1799.599976,148,1799.599976
"383","GC=F",2021-07-09,1803.599976,1810.099976,1798.800049,1810,218,1810
"384","GC=F",2021-07-12,1802.599976,1805.5,1799.5,1805.5,147,1805.5
"385","GC=F",2021-07-13,1808.099976,1812,1800.599976,1809.400024,78,1809.400024
"386","GC=F",2021-07-14,1813.099976,1829,1813.099976,1824.300049,707,1824.300049
"387","GC=F",2021-07-15,1831.599976,1833,1823.400024,1828.400024,99,1828.400024
"388","GC=F",2021-07-16,1830.099976,1831.400024,1814.5,1814.5,78,1814.5
"389","GC=F",2021-07-19,1803.300049,1813.400024,1803.300049,1808.699951,33,1808.699951
"390","GC=F",2021-07-20,1812.900024,1824,1810.900024,1810.900024,128,1810.900024
"391","GC=F",2021-07-21,1807,1807,1800,1802.900024,135,1802.900024
"392","GC=F",2021-07-22,1793.599976,1805,1793.599976,1805,2,1805
"393","GC=F",2021-07-23,1800,1801.400024,1800,1801.400024,1,1801.400024
"394","GC=F",2021-07-26,1802.5,1802.5,1797.199951,1798.699951,17,1798.699951
"395","GC=F",2021-07-27,1803.699951,1803.699951,1799.5,1799.5,1,1799.5
"396","GC=F",2021-07-28,1799.5,1799.5,1799.5,1799.5,209783,1799.5
"397","GC=F",2021-07-29,1806.599976,1832.599976,1806.099976,1831.199951,30496,1831.199951
"398","GC=F",2021-07-30,1828,1830.5,1808.900024,1812.599976,3100,1812.599976
"399","GC=F",2021-08-02,1812.400024,1818.699951,1804.800049,1818.099976,1334,1818.099976
"400","GC=F",2021-08-03,1812.300049,1813.5,1806,1810.099976,3341,1810.099976
"401","GC=F",2021-08-04,1809.300049,1831.300049,1806.300049,1810.5,2860,1810.5
"402","GC=F",2021-08-05,1810.800049,1813.699951,1796,1805.099976,588,1805.099976
"403","GC=F",2021-08-06,1799.800049,1800.099976,1758.400024,1760,859,1760
"404","GC=F",2021-08-09,1753.5,1753.800049,1692.599976,1723.400024,1621,1723.400024
"405","GC=F",2021-08-10,1728.599976,1735.199951,1720.099976,1728.800049,1363,1728.800049
"406","GC=F",2021-08-11,1727.300049,1752.199951,1727.300049,1750.400024,542,1750.400024
"407","GC=F",2021-08-12,1749.699951,1752.400024,1745.5,1749,739,1749
"408","GC=F",2021-08-13,1758.300049,1777.300049,1757.400024,1775.199951,436,1775.199951
"409","GC=F",2021-08-16,1776.900024,1787.800049,1771.900024,1786.900024,219,1786.900024
"410","GC=F",2021-08-17,1787.699951,1794.199951,1780,1785,200,1785
"411","GC=F",2021-08-18,1787.800049,1791.5,1779,1781.599976,263,1781.599976
"412","GC=F",2021-08-19,1780,1789.300049,1775.5,1780.199951,245,1780.199951
"413","GC=F",2021-08-20,1784.099976,1787.5,1778.199951,1781,235,1781
"414","GC=F",2021-08-23,1776.800049,1804.800049,1776.800049,1803.199951,32,1803.199951
"415","GC=F",2021-08-24,1801,1805.599976,1801,1805.599976,22,1805.599976
"416","GC=F",2021-08-25,1792,1792.900024,1784,1788.199951,812,1788.199951
"417","GC=F",2021-08-26,1787.400024,1792.199951,1781,1792.199951,61,1792.199951
"418","GC=F",2021-08-27,1803.400024,1816.599976,1803.099976,1816.599976,1219,1816.599976
"419","GC=F",2021-08-30,1818.199951,1820.300049,1807.800049,1809,684,1809
"420","GC=F",2021-08-31,1815.900024,1815.900024,1801.099976,1815,82,1815
"421","GC=F",2021-09-01,1813.5,1815.900024,1809.5,1813.099976,114,1813.099976
"422","GC=F",2021-09-02,1813.199951,1813.900024,1806.800049,1808.699951,26,1808.699951
"423","GC=F",2021-09-03,1820.900024,1833.900024,1818.900024,1830.900024,53,1830.900024
"424","GC=F",2021-09-07,1825.699951,1825.699951,1792.699951,1795.900024,48,1795.900024
"425","GC=F",2021-09-08,1781.699951,1790.699951,1781.699951,1790.699951,69,1790.699951
"426","GC=F",2021-09-09,1798.699951,1798.699951,1787.900024,1797.400024,49,1797.400024
"427","GC=F",2021-09-10,1789.599976,1789.599976,1789.599976,1789.599976,0,1789.599976
"428","GC=F",2021-09-13,1789.800049,1796,1784,1792,533,1792
"429","GC=F",2021-09-14,1791.400024,1806.199951,1783,1804.699951,764,1804.699951
"430","GC=F",2021-09-15,1803.699951,1803.699951,1792.400024,1792.400024,59,1792.400024
"431","GC=F",2021-09-16,1792.900024,1792.900024,1743.900024,1754.599976,1645,1754.599976
"432","GC=F",2021-09-17,1758.800049,1763,1749.400024,1749.400024,581,1749.400024
"433","GC=F",2021-09-20,1751.800049,1761.800049,1750.900024,1761.800049,185,1761.800049
"434","GC=F",2021-09-21,1762.199951,1776,1759,1776,106,1776
"435","GC=F",2021-09-22,1776.699951,1784.300049,1767,1776.699951,17,1776.699951
"436","GC=F",2021-09-23,1766.800049,1766.800049,1738.199951,1747.699951,31,1747.699951
"437","GC=F",2021-09-24,1749.699951,1749.699951,1745,1749.699951,76,1749.699951
"438","GC=F",2021-09-27,1751.699951,1754.400024,1747.5,1750,808,1750
"439","GC=F",2021-09-28,1739.599976,1741.699951,1726.800049,1735.800049,15748,1735.800049
"440","GC=F",2021-09-29,1732.400024,1744.099976,1721.400024,1721.5,6634,1721.5
"441","GC=F",2021-09-30,1725.5,1760.300049,1724.5,1755.300049,997,1755.300049
"442","GC=F",2021-10-01,1754.300049,1762.599976,1748.5,1757,2220,1757
"443","GC=F",2021-10-04,1764.5,1768.900024,1749.5,1766.199951,417,1766.199951
"444","GC=F",2021-10-05,1764.300049,1764.300049,1749,1759.599976,98,1759.599976
"445","GC=F",2021-10-06,1759.300049,1762.900024,1744.699951,1760.5,56,1760.5
"446","GC=F",2021-10-07,1762.400024,1762.400024,1752.800049,1757.900024,336,1757.900024
"447","GC=F",2021-10-08,1757,1780,1754.199951,1756.300049,254,1756.300049
"448","GC=F",2021-10-11,1756.599976,1757.800049,1752.199951,1754.599976,128,1754.599976
"449","GC=F",2021-10-12,1751.900024,1768,1749.800049,1758.300049,139,1758.300049
"450","GC=F",2021-10-13,1760.800049,1794.5,1760.800049,1793.699951,150,1793.699951
"451","GC=F",2021-10-14,1792.199951,1799.900024,1792,1796.699951,337,1796.699951
"452","GC=F",2021-10-15,1794.5,1795.400024,1766.599976,1767.199951,874,1767.199951
"453","GC=F",2021-10-18,1761.599976,1770.099976,1759.5,1764.800049,266,1764.800049
"454","GC=F",2021-10-19,1777.599976,1785,1767.5,1769.699951,51,1769.699951
"455","GC=F",2021-10-20,1774.599976,1785.599976,1774,1784.099976,127,1784.099976
"456","GC=F",2021-10-21,1782,1785.699951,1781,1781.199951,146,1781.199951
"457","GC=F",2021-10-22,1787.099976,1806.900024,1784,1795.5,532,1795.5
"458","GC=F",2021-10-25,1794.300049,1809,1794,1806,140,1806
"459","GC=F",2021-10-26,1808.800049,1808.800049,1788.599976,1792.699951,359,1792.699951
"460","GC=F",2021-10-27,1791.5,1798.099976,1791.5,1797.900024,543,1797.900024
"461","GC=F",2021-10-28,1795.5,1807.300049,1795.5,1801.599976,452,1801.599976
"462","GC=F",2021-10-29,1793.099976,1797,1774.599976,1783,583,1783
"463","GC=F",2021-11-01,1787.5,1795.099976,1786.699951,1795.099976,142,1795.099976
"464","GC=F",2021-11-02,1790.5,1795.5,1787.699951,1788.699951,213,1788.699951
"465","GC=F",2021-11-03,1768,1768,1761.800049,1763.599976,108,1763.599976
"466","GC=F",2021-11-04,1776.599976,1798.199951,1776.199951,1793,103,1793
"467","GC=F",2021-11-05,1794.900024,1817.099976,1794.900024,1816.400024,239,1816.400024
"468","GC=F",2021-11-08,1817,1827.400024,1816.900024,1827.400024,261,1827.400024
"469","GC=F",2021-11-09,1826.099976,1832.699951,1820.699951,1830.199951,170,1830.199951
"470","GC=F",2021-11-10,1825.800049,1865,1824.900024,1847.599976,795,1847.599976
"471","GC=F",2021-11-11,1853.900024,1866.5,1853.900024,1863.199951,292,1863.199951
"472","GC=F",2021-11-12,1860.800049,1867.900024,1847.599976,1867.900024,210,1867.900024
"473","GC=F",2021-11-15,1864.5,1866.900024,1864.5,1866.099976,87,1866.099976
"474","GC=F",2021-11-16,1853.599976,1853.599976,1853.599976,1853.599976,1,1853.599976
"475","GC=F",2021-11-17,1862.599976,1869.699951,1862.599976,1869.699951,2,1869.699951
"476","GC=F",2021-11-18,1861,1861,1861,1861,9,1861
"477","GC=F",2021-11-19,1851.199951,1851.199951,1851.199951,1851.199951,21,1851.199951
"478","GC=F",2021-11-22,1841.599976,1841.599976,1805.699951,1806,14,1806
"479","GC=F",2021-11-23,1795.5,1795.5,1783.5,1783.5,264,1783.5
"480","GC=F",2021-11-24,1793,1793,1781.400024,1784.099976,188,1784.099976
"481","GC=F",2021-11-25,1791.099976,1791.400024,1791.099976,1791.400024,188,1791.400024
"482","GC=F",2021-11-26,1791.099976,1791.400024,1785.300049,1785.300049,186800,1785.300049
"483","GC=F",2021-11-29,1791.699951,1798.900024,1779.099976,1782.300049,26926,1782.300049
"484","GC=F",2021-11-30,1783.900024,1808.099976,1768.699951,1773.599976,4903,1773.599976
